Imagens,Nome,Descrição,Categorias,encontrado
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DOMÉSTICA/RODO METAL 60CM ARTESANAL.png?raw=true,RODO METAL 60CM ARTESANAL,,DOMÉSTICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DOMÉSTICA/RODO PLÁSTICO 55CM ATLAS.png?raw=true,RODO PLÁSTICO 55CM ATLAS,,DOMÉSTICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DOMÉSTICA/VASSOURA DOMÉSTICA CASA NOVA CONNA.png?raw=true,VASSOURA DOMÉSTICA CASA NOVA CONNA,,DOMÉSTICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DOMÉSTICA/VASSOURA DOMÉSTICA MULTIUSO HELENA CONNA.png?raw=true,VASSOURA DOMÉSTICA MULTIUSO HELENA CONNA,,DOMÉSTICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DOMÉSTICA/VASSOURA PARA GRAMA 18/22 DENTES 120CM LAJE TRAMONTINA.png?raw=true,VASSOURA PARA GRAMA 18_22 DENTES 120CM LAJE TRAMONTINA,"- Indicada para a limpeza de folhas;
- Possui cabo de 120cm em madeira renovável;
- Vassoura leve e manuseio super confortável;",DOMÉSTICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DOMÉSTICA/VASSOURA PARA VASCULHAR TETO ARTESANAL.png?raw=true,VASSOURA PARA VASCULHAR TETO ARTESANAL,,DOMÉSTICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DOMÉSTICA/VASSOURÃO GARI PIACAVA SINTÉTICA CONNA.png?raw=true,VASSOURÃO GARI PIACAVA SINTÉTICA CONNA,,DOMÉSTICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DUCHAS ELÉTRICAS/DUCHA ACQUA STORM ULTRA BLACK/CR 6800W/220V LORENZETTI.png?raw=true,DUCHA ACQUA STORM ULTRA BLACK_CR 6800W_220V LORENZETTI,"Chuveiro eletrônico Acqua Storm Ultra 6800W 220V black Lorenzetti

Tecnologia Press Plus: Jatos de alta performance mesmo com baixa pressão. Exclusiva resistência Loren Ultra - longa duração em comparação as resistências comuns.

Acompanhando as tendências mundiais de arquitetura e design, a linha Acqua Ultra apresenta acabamento moderno e inovador com linhas quadradas, design compacto, ultrafino, “Similar ao design de duchas Frias”.",DUCHAS ELÉTRICAS,False
"https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DUCHAS ELÉTRICAS/DUCHA ADVANCED TURBO MULTI 6400W
220V LORENZETTI
.png?raw=true","DUCHA ADVANCED TURBO MULTI 6400W
220V LORENZETTI
","Projetada especialmente para residências com pouca pressão de água, a Ducha Elétrica Advanced apresenta uma inovadora tecnologia de pressurização. 

Imagine um banho mais gostoso e relaxante, com aumento no volume e na pressão da água, proporcionando o máximo de conforto.

Além disso, a Ducha Elétrica Advanced é compatível com aquecedores solares, ampliando suas opções. Com comando multitemperaturas, você tem o controle total sobre a temperatura, garantindo o equilíbrio perfeito entre conforto e economia. Sua resistência tipo refil permite trocas rápidas e fáceis, facilitando a manutenção.",DUCHAS ELÉTRICAS,False
"https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DUCHAS ELÉTRICAS/DUCHA FUTURA MULTI 6800W/220V
LORENZETTI
.png?raw=true","DUCHA FUTURA MULTI 6800W_220V
LORENZETTI
","AS DUCHAS FUTURA POSSUEM DESIGN MODERNO E OFERECEM UMA EXPERIÊNCIA ÚNICA DE RELAXAMENTO DURANTE O BANHO, ALÉM DE DISPENSAR O CANO PARA INSTALAÇÃO, DEIXANDO O AMBIENTE MAIS HARMONIOSO. A DUCHA FUTURA MULTITEMPERATURAS CONTA COM QUATRO OPÇÕES DE TEMPERATURAS, GARANTINDO ECONOMIA EM TODAS AS ESTAÇÕES DO ANO; PERMITE A ESCOLHA GRADUAL DA TEMPERATURA.",DUCHAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DUCHAS ELÉTRICAS/DUCHA LOREN SHOWER ELET 7500W 220V LORENZETTI.png?raw=true,DUCHA LOREN SHOWER ELET 7500W 220V LORENZETTI,"Resistência Loren Ultra de longa duração
Compatível com aquecimento solar e outros sistemas de aquecimento.
Haste de comando: Controle de temperaturas ao alcance das mãos (uso opcional).
Grande espalhador: Maior área de banho.
Comando eletrônico: Ideal para todos os dias do ano, através de seu controle eletrônico de temperaturas permite a seleção gradual e precisa da temperatura, simples como ajustar o volume do rádio.",DUCHAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DUCHAS ELÉTRICAS/DUCHA MAXI BANHO C/BRACO 4600W/220V LORENZETTI.png?raw=true,DUCHA MAXI BANHO C_BRACO 4600W_220V LORENZETTI,"A Ducha Maxi Banho, possui Braço de 30cm tradicional da Lorenzetti, é fabricada em material PVC na cor Branca, Possui 3 temperaturas, apresenta a potência máxima de 4600W e tensão de 220V, o cano está incluso e é fabricado em material plástico ABS e a resistencia é do modelo mola, facilitando a troca.  

Apresenta excelente qualidade e durabilidade, sendo compativel com Aquecedor Solar.

",DUCHAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/DUCHAS ELÉTRICAS/DUCHA TOP JET TURBO MULTI 6400W 220V LORENZETTI.png?raw=true,DUCHA TOP JET TURBO MULTI 6400W 220V LORENZETTI,"A versão TURBO tem como objetivo aumentar a pressão de água no banho por meio de pressurizador acoplado à ducha. O modelo é indicado para locais como casas térreas, sobrados e apartamentos de coberturas que geralmente possuem pouca pressão de água. Os pressurizadores são a solução mais econômica para problemas de pressão e volume de água.
A Top Jet Turbo possui um botão liga/desliga do turbo, ou seja, a utilização desta função é opcional.",DUCHAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/ARANDELA LED BRANCA HUMMER 12W BIVOLT AVANT.png?raw=true,ARANDELA LED BRANCA HUMMER 12W BIVOLT AVANT,"A arandela LED Hummer EVO é indicada para ambientes externos, residenciais ou comerciais como rampas de acesso, garagens, escadas, varandas, muros, etc. Corpo em plástico ABS e difusor em polipropileno. Índice de proteção IP65.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CABO FLEXÍVEL 2.50MM PRETO ANTICHAMA.png?raw=true,CABO FLEXÍVEL 2.50MM PRETO ANTICHAMA,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CABO PP FLEXÍVEL 2X2.5MM 500V.png?raw=true,CABO PP FLEXÍVEL 2X2.5MM 500V,"Quando você vai fazer instalações internas e fixas em circuitos de força, luz, entre outros, é importante prezar pela qualidade do fio que será usado.O Cabo Flexsil é o mais indicado para esse tipo de instalação.

O Cabo Silflex PP 500V possui grande flexibilidade e excelente resistência a sua movimentação. Ideal para ligações de aparelhos elétricos em geral, móveis ou fixos, como eletrodomésticos, ferramentas motorizadas e extensões.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CAIXA DE LUZ 4X2 AMARELA FORTLEV.png?raw=true,CAIXA DE LUZ 4X2 AMARELA FORTLEV,"As Caixas de Luz Fortlev são ideais para a fixação dos dispositivos elétricos nos pontos de luz e energia, como interruptores e tomadas. Produzidas em PVC (antichama), possuem diversas entradas para Eletrodutos de 20, 25 e 32mm e estão em conformidade com as normas ABNT NBR 5431 / ABNT NBR 60670 – Caixas e invólucros para acessórios elétricos para instalações elétricas fixas domésticas e análogas e ABNT 15465 – Sistemas de eletrodutos plásticos para instalações elétricas de baixa tensão – Requisitos de desempenho. Desenvolvidas para suportar temperaturas de utilização entre -5°C e +60°C. Caixas de Luz Fortlev, mais uma solução da Fortlev para levar segurança e facilidade às suas instalações.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CAIXA DE LUZ 4X2 TFLEX AMARELA TIGRE.png?raw=true,CAIXA DE LUZ 4X2 TFLEX AMARELA TIGRE,"Não propaga chamas, não dobra e não amassa. Isso sim é segurança. O amplo espaço interno da Caixa de Luz Tigreflex® permite acomodar melhor os cabos, evitando o aquecimento e proporciona mais segurança para as instalações elétricas da sua obra. Também oferece mais entradas para eletrodutos. Suas orelhas são reforçadas, não espanam, não quebram e não enferrujam.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CAIXA LUZ 4X4 OCTOGONAL FUNDO MÓVEL PT TIGRE.png?raw=true,CAIXA LUZ 4X4 OCTOGONAL FUNDO MÓVEL PT TIGRE,"Não propaga chamas, não dobra e não amassa. Isso sim é segurança. O amplo espaço interno da Caixa de Luz Tigreflex® permite acomodar melhor os cabos, evitando o aquecimento e proporciona mais segurança para as instalações elétricas da sua obra. Também oferece mais entradas para eletrodutos. Suas orelhas são reforçadas, não espanam, não quebram e não enferrujam.",ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CAIXA PASSAGEM PAREDE EMBUTIR CPT15CM TIGRE.png?raw=true,CAIXA PASSAGEM PAREDE EMBUTIR CPT15CM TIGRE,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CORDÃO PARALELO 2X2.5MM BRANCO SIL.png?raw=true,CORDÃO PARALELO 2X2.5MM BRANCO SIL,"Recomendado para instalações internas e ligações de pequenos aparelhos eletrodomésticos, de iluminação, aparelhos portáteis e extensões elétricas.",ELÉTRICA,True
"https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CORDÃO TORCIDO 2X2,5MM BRANCO.png?raw=true","CORDÃO TORCIDO 2X2,5MM BRANCO",,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/CURVA ELETRODUTO 90 3/4'' TIGRE.png?raw=true,CURVA ELETRODUTO 90 3_4'' TIGRE,"Curva 90° para eletroduto 3/4"" Tigre

Fácil instalação: acoplamento sem necessidade de ferramentas, sendo acoplado manualmente devido ao tipo de engate; Maior rapidez na montagem e desmontagem do sistema, permitindo que possa ser aproveitado em diversas áreas, diminuindo assim o custo de i

Componentes da linha são fabricados em PVC (Policloreto de Vinila); Classe PN 80 (pressão de serviço de 80 m.c.a); Composto de PVC com propriedades anti U.V.",ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/DISJUNTOR DIN TRIPOLAR ALBR3 C40/3 ALUMBRA.png?raw=true,DISJUNTOR DIN TRIPOLAR ALBR3 C40_3 ALUMBRA,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/DISJUNTOR DIN UNIPOLAR ALBR3 C20/1 ALUMBRA.png?raw=true,DISJUNTOR DIN UNIPOLAR ALBR3 C20_1 ALUMBRA,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/DISJUNTOR DPS 10KA 20KA DISP. CLASSE II ALUMBRA.png?raw=true,DISJUNTOR DPS 10KA 20KA DISP. CLASSE II ALUMBRA,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/ELETRODUTO CORRUGADO 25MM AMARELO FORTLEV.png?raw=true,ELETRODUTO CORRUGADO 25MM AMARELO FORTLEV,"O Eletroduto Corrugado 25mm Rolo Com 25m Amarelo Fortlev é o produto ideal para seu projeto.

Uso indicado: Utilizado em instalações elétricas que possuem trajetos sinuosos, exigindo alta flexibilidade do eletroduto, sem perder a qualidade e resistência.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/ELETRODUTO CORRUGADO TFLEX 25MM AMARELO TIGRE.png?raw=true,ELETRODUTO CORRUGADO TFLEX 25MM AMARELO TIGRE,"O Eletroduto Corrugado TigreFlex da Tigre tem tamanho de 25mm com 50 Metros de comprimento, é produzido em PVC flexível na cor Amarela e adapta-se às mudanças de direção e dispensa o uso de conexões. Produto é leve, tem baixo coeficiente de atrito e possui marcação metro a metro para facilitar o manuseio e a instalação. Além disso, possui segurança garantida, pois não propaga chamas, não dobra e não amassa.",ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME BLANC+ INTERRUPTOR 1 TC SIMPLES COM PLACA.png?raw=true,FAME BLANC+ INTERRUPTOR 1 TC SIMPLES COM PLACA,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME BLANC+ TOMADA 2P+T 10A COM PLACA.png?raw=true,FAME BLANC+ TOMADA 2P+T 10A COM PLACA,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME EVIDENCE INTERRUPTOR SIMPLES E TOMADA 2P+T 10A COM PLACA.png?raw=true,FAME EVIDENCE INTERRUPTOR SIMPLES E TOMADA 2P+T 10A COM PLACA,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME EVIDENCE TOMADA DUPLA 2P+T 10A DIST COM PLACA.png?raw=true,FAME EVIDENCE TOMADA DUPLA 2P+T 10A DIST COM PLACA,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME HABITAT TOMADA TRIPLA 10A 3126.png?raw=true,FAME HABITAT TOMADA TRIPLA 10A 3126,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME MODULARE INTERRUPTORES 2TC SIMPLES COM TOMADA 2P+T 10A.png?raw=true,FAME MODULARE INTERRUPTORES 2TC SIMPLES COM TOMADA 2P+T 10A,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME SE CANALETA 20X10X2000MM COM FITA ADESIVA.png?raw=true,FAME SE CANALETA 20X10X2000MM COM FITA ADESIVA,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FAME SE INTERRUPTOR SIMPLES TOMADA 2P+T 10A PADRÃO COM PLACA 07314154.png?raw=true,FAME SE INTERRUPTOR SIMPLES TOMADA 2P+T 10A PADRÃO COM PLACA 07314154,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FITA ISOLANTE 18MMX10 METROS USO GERAL TIGRE.png?raw=true,FITA ISOLANTE 18MMX10 METROS USO GERAL TIGRE,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/FITA LED RISQUÉ EXTERNA 10W AM 2700K 220V AVANT.png?raw=true,FITA LED RISQUÉ EXTERNA 10W AM 2700K 220V AVANT,A Fita Risqué Externa possui índice de proteção IP67 sendo ideal para ambientes que ficam expostos a ação do tempo como chuva e poeira. Possui alto fluxo luminoso de 850 lm/m,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/LÂMPADA LED 9W BRANCA BIVOLT AVANT.png?raw=true,LÂMPADA LED 9W BRANCA BIVOLT AVANT,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/LUMINÁRIA ELEGANCE FIT LED BR 18W BIVOLT AVANT.png?raw=true,LUMINÁRIA ELEGANCE FIT LED BR 18W BIVOLT AVANT,"A luminária Elegance FIT é versátil e pode ser usada em ambientes residenciais, comerciais e corporativos, proporcionando uma iluminação homogênea com design leve e moderno.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/LUVA ELETRODUTO 3/4'' TIGRE.png?raw=true,LUVA ELETRODUTO 3_4'' TIGRE,"Luva Eletroduto Roscável 3/4"" Tigre indispensável em sua obra comercial, residencial ou industria. Fabricada em PVC dar segurança, durabilidade e resistência na hora de ligar tubos, canos nas instalações elétricas embutidas.",ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/PAINEL LED ALUMÍNIO QUADRADO EMBUTIR 18W NE 4000K AVANT.png?raw=true,PAINEL LED ALUMÍNIO QUADRADO EMBUTIR 18W NE 4000K AVANT,"Os Painéis POP estão disponíveis nos formatos quadrado e redondo, versátil, proporcionando uma iluminação homogênea com design clean e moderno.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/PINO PLUG 3 SAÍDA TIPO T 2P+T 10A 1491 FAME.png?raw=true,PINO PLUG 3 SAÍDA TIPO T 2P+T 10A 1491 FAME,,ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/PINO PLUG FÊMEA 10A 2P+T COLORIDO/CINZA FAME.png?raw=true,PINO PLUG FÊMEA 10A 2P+T COLORIDO_CINZA FAME,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/PINO PLUG MACHO 2P+T 10A COLORIDO/CINZA FAME.png?raw=true,PINO PLUG MACHO 2P+T 10A COLORIDO_CINZA FAME,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/QUADRO DISTRIBUIÇÃO 3/4 DISJUNTORES NEMA/DIN BRANCO FAME.png?raw=true,QUADRO DISTRIBUIÇÃO 3_4 DISJUNTORES NEMA_DIN BRANCO FAME,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/QUADRO DISTRIBUIÇÃO EMBUTIR 6/8 DISJUNTORES DIN/NEMA S/BAR TIGRE.png?raw=true,QUADRO DISTRIBUIÇÃO EMBUTIR 6_8 DISJUNTORES DIN_NEMA S_BAR TIGRE,,ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/REFLETOR LED SLIM 30W LUZ BRANCA 6500K AVANT.png?raw=true,REFLETOR LED SLIM 30W LUZ BRANCA 6500K AVANT,"Refletor de iluminação externa para fachadas, acessos de entrada e saída, de edifícios , garagens , estacionamentos, áreas de jardim e lazer.
O refletor SLIM conta com o grau de proteção IP65 no qual pode ser usado em locais externos, ou seja, é um produto resistente a poeira e chuva.
",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/REFLETOR LED SOLAR 25W LUZ BRANCA 6500K AVANT.png?raw=true,REFLETOR LED SOLAR 25W LUZ BRANCA 6500K AVANT,"O Refletor Solare é a associação de tecnologia e sustentabilidade. Por não utilizar a rede elétrica, permite a economia da conta de luz e maior cuidado com o meio ambiente. O produto acompanha um painel em silício que deverá ser instalado em uma área externa para melhor captação da energia solar. O refletor pode ser instalado em áreas internas ou externas pois seu índice de proteção é IP65. Indicações de uso: Garagens, corredores, sítios, jardins e quintais.",ELÉTRICA,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/SPOT QUADRADO AUTHENTIC PF 5W LUZ BRANCA 6500K BIVOLT AVANT.png?raw=true,SPOT QUADRADO AUTHENTIC PF 5W LUZ BRANCA 6500K BIVOLT AVANT,"A LUMINÁRIA SPOT COB SUPIMPA é indicada para iluminação de destaque de objetos ou texturas em ambientes internos, em usos comerciais ou residenciais. Possui sistema direcionável para melhor ajuste do seu projeto.",ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/ELÉTRICA/TUBO ELETRODUTO ROSCA ANTICHAMA 3/4'' 3 METROS TIGRE.png?raw=true,TUBO ELETRODUTO ROSCA ANTICHAMA 3_4'' 3 METROS TIGRE,"Leve e fácil de instalar. O Eletroduto Rígido Roscável é indispensável na construção de residências, comércios e indústrias. Fabricado em PVC antichama, é imune a elementos nocivos do solo e tem alta resistência mecânica.",ELÉTRICA,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS ELÉTRICAS/BROCA 3 PONTAS P/MADEIRA 10MMX135MM MAKITA.png?raw=true,BROCA 3 PONTAS P_MADEIRA 10MMX135MM MAKITA,"Broca 3 pontas, a ponta central serve como guia no início do furo e as demais realizam o corte da madeira, proporcionando ótimo acabamento.",FERRAMENTAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS ELÉTRICAS/BROCA DE AÇO RÁPIDA 10MMX133MMX87MM HSS-TIN MAKITA.png?raw=true,BROCA DE AÇO RÁPIDA 10MMX133MMX87MM HSS-TIN MAKITA,"A broca é um dos acessórios indispensáveis no uso de uma furadeira. Ela é utilizada para fazer furos cilíndricos em uma superfície qualquer, como madeira, ferro, concreto e muitas outras.",FERRAMENTAS ELÉTRICAS,True
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS ELÉTRICAS/BROCA ESCAREADORA P/MADEIRA NO-10 MAKITA.png?raw=true,BROCA ESCAREADORA P_MADEIRA NO-10 MAKITA,A Broca escariadora para madeira da Makita é utilizada para embutir parafusos em madeira e possui em sua lateral.,FERRAMENTAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS ELÉTRICAS/BROCA P/CONCRETO 10MMX150MM MAKITA.png?raw=true,BROCA P_CONCRETO 10MMX150MM MAKITA,"Broca de aço com ponta de metal duro para perfuração em concreto ou alvenaria, uso em furadeiras de impacto.",FERRAMENTAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS ELÉTRICAS/DISCO CORTE 4.1/2'' 115X1X22.23MM MAKITA.png?raw=true,DISCO CORTE 4.1_2'' 115X1X22.23MM MAKITA,"O Disco de corte para inox 4.1/2"" x 7/8"" da Makita de 1.2 mm é ideal para operações de corte que necessitam de um excelente acabamento e proporciona cortes rápidos com menor geração de calor e rebarbas. Possui corte rápido e melhor acabamento.",FERRAMENTAS ELÉTRICAS,False
https://github.com/Lucas-Henrique-Lopes-Costa/azeveedo/blob/main/FERRAMENTAS ELÉTRICAS/DISCO CORTE 7'' 180X2.0MM FINO MAKITA.png?raw=true,DISCO CORTE 7'' 180X2.0MM FINO MAKITA,"Ótimo para profissionais autônomos, serralheiros, metalúrgicas, profissionais da construção civil, instaladores em geral etc.",FERRAMENTAS ELÉTRICAS,False
